nodename	lower	upper	average
1141	1785.72	1377.64	1581.68
1150	1793.78	1390.39	1592.085
1226	1921.67	1539.0	1730.335
1371	2153.89	1781.64	1967.7649999999999
1454	2310.16	1938.48	2124.3199999999997
1133	1783.26	1377.19	1580.225
1009	1550.7	1176.96	1363.83
1077	1669.17	1310.59	1489.88
1090	1674.69	1327.41	1501.0500000000002
1160	1782.15	1443.44	1612.795
1219	1874.94	1541.39	1708.165
1054	1635.52	1261.52	1448.52
1036	1588.6	1225.44	1407.02
1114	1721.09	1375.69	1548.3899999999999
1015	1560.93	1196.33	1378.63
979	1464.34	1102.65	1283.495
1035	1575.32	1230.38	1402.85
1151	1759.64	1436.41	1598.025
1207	1856.56	1538.19	1697.375
1239	1906.43	1583.35	1744.8899999999999
1295	1988.48	1662.87	1825.675
1361	2110.88	1781.34	1946.1100000000001
1401	2190.0	1853.52	2021.76
1503	2426.71	2085.07	2255.8900000000003
1388	2190.81	1796.44	1993.625
1431	2264.46	1880.64	2072.55
1210	1895.79	1503.01	1699.4
1318	2043.95	1679.4	1861.6750000000002
1065	1656.9	1282.81	1469.855
916	1240.46	904.48	1072.47
899	1123.52	789.251	956.3855
949	1356.0	1032.15	1194.075
1001	1510.99	1187.57	1349.28
1078	1657.75	1332.22	1494.9850000000001
1209	1861.45	1540.28	1700.865
1271	1948.72	1617.75	1783.2350000000001
1079	1679.93	1304.21	1492.0700000000002
1063	1642.05	1279.02	1460.5349999999999
1194	1844.44	1510.45	1677.4450000000002
1255	1923.1	1597.59	1760.3449999999998
1340	2055.93	1736.75	1896.34
1395	2177.6	1846.1	2011.85
1487	2381.75	2047.7	2214.725
1535	2520.39	2185.99	2353.1899999999996
1607	2759.12	2418.29	2588.705
1622	2827.38	2490.77	2659.075
1472	2411.18	1948.51	2179.845
1123	1778.39	1352.99	1565.69
1228	1936.35	1532.94	1734.645
946	1401.7	975.894	1188.797
1040	1603.13	1223.27	1413.2
1147	1785.53	1410.32	1597.925
1235	1928.8	1555.95	1742.375
1316	2057.09	1676.02	1866.555
1369	2162.91	1778.92	1970.915
1456	2321.98	1944.84	2133.41
1485	2408.47	2026.25	2217.3599999999997
1567	2656.56	2285.91	2471.2349999999997
1319	2120.93	1604.47	1862.6999999999998
1130	1808.4	1340.15	1574.275
1256	1985.0	1529.44	1757.22
1351	2128.81	1703.91	1916.3600000000001
1411	2257.58	1815.04	2036.31
1499	2453.24	2029.6	2241.42
1555	2624.72	2234.4	2429.56
1599	2742.89	2386.15	2564.52
1652	3016.12	2681.2	2848.66
1695	3319.13	2973.4	3146.2650000000003
1719	3641.83	3381.65	3511.74
1686	3307.6	2859.87	3083.7349999999997
1301	2165.77	1498.37	1832.07
1461	2447.17	1809.26	2128.215
1564	2734.05	2160.83	2447.44
1505	2572.62	1931.69	2252.1549999999997
1678	3214.58	2825.9	3020.24
1709	3430.31	3138.33	3284.3199999999997
1556	2681.38	2161.53	2421.455
1571	2722.63	2208.65	2465.6400000000003
1643	2973.04	2600.15	2786.5950000000003
1655	3021.27	2713.02	2867.145
1390	2145.69	1848.95	1997.3200000000002
867	341.05	138.524	239.787
889	1106.31	657.34	881.825
1292	1965.65	1669.6	1817.625
1184	1804.69	1506.38	1655.535
1322	1986.88	1756.46	1871.67
1173	1770.82	1496.13	1633.475
866	285.411	68.6983	177.05465
890	1063.17	692.452	877.811
990	1415.06	1170.86	1292.96
1155	1629.18	1600.2	1614.69
1341	1968.87	1838.07	1903.4699999999998
1364	2030.15	1887.76	1958.955
1410	2114.89	1963.85	2039.37
1432	2162.02	1999.19	2080.605
1466	2238.99	2070.28	2154.635
1500	2332.27	2160.6	2246.435
930	1282.28	955.884	1119.0819999999999
1002	1516.31	1182.18	1349.245
1005	1593.91	1127.12	1360.5149999999999
1129	1740.42	1395.64	1568.0300000000002
1242	1898.83	1587.76	1743.295
1463	2273.85	2015.92	2144.885
1539	2453.23	2269.53	2361.38
1580	2593.62	2408.44	2501.0299999999997
1615	2696.4	2528.56	2612.48
1699	3276.84	3043.89	3160.365
1706	3359.45	3127.21	3243.33
1716	3575.54	3339.54	3457.54
1724	3732.72	3491.21	3611.965
1726	3848.26	3603.81	3726.035
1727	3894.53	3657.91	3776.2200000000003
1728	3914.54	3673.47	3794.005
1729	4399.59	4340.65	4370.12
