"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Node645.P.C.",0.946235954,0.9471245,0.919044,0.971144,918.77997371968,1,"passed",0.7142009371997,"passed",0.963690381977747,"passed",0.000897525574525356
"Node646.P.A.",4.4439e-05,3.6e-05,3e-06,0.000107,887.474332410583,1,"passed",0.819280997163176,"passed",0.963690381977747,"passed",2.10177450277928e-06
"Node646.P.B.",0.012482826,0.011978,0.004739,0.020688,910.561051182341,1,"passed",0.776142975819405,"passed",0.963690381977747,"passed",0.000279386295537657
"Node646.P.C.",0.987472762,0.9879855,0.979201,0.995256,910.405433776035,1,"passed",0.776461294270891,"passed",0.963690381977747,"passed",0.000281431229641282
"Node647.P.A.",5.186e-06,4e-06,0,1.4e-05,869.952169366035,1,"passed",0.782991859495091,"passed",0.963690381977747,"passed",2.97520080432224e-07
"Node647.P.B.",0.004586266,0.004257,0.001249,0.008713,893.664388506821,1,"passed",0.728574539351854,"passed",0.963690381977747,"passed",0.000134230495429987
"Node647.P.C.",0.995408556,0.995739,0.991272,0.998751,893.619576584784,1,"passed",0.72872136087485,"passed",0.963690381977747,"passed",0.000134519792741465
"Node648.P.A.",5.195e-06,4e-06,0,1.3e-05,874.117498543151,1,"passed",0.817884129607707,"passed",0.963690381977747,"passed",2.68282911388138e-07
"Node648.P.B.",0.00428754,0.004058,0.001458,0.007395,906.965909641286,1,"passed",0.792089575694623,"passed",0.963690381977747,"passed",0.00010584050964571
"Node648.P.C.",0.9957073,0.995938,0.992591,0.998542,906.939560403604,1,"passed",0.792224416583714,"passed",0.963690381977747,"passed",0.000106096582674233
"Node649.P.A.",0.000285704,0.0002365,3.1e-05,0.000686,889.957193399336,1,"passed",0.821147618157338,"passed",0.963690381977747,"passed",1.31012654285301e-05
"Node649.P.B.",0.030781356,0.0297615,0.013735,0.051456,913.896891839298,1,"passed",0.777149448852415,"passed",0.963690381977747,"passed",0.000658228590766568
"Node649.P.C.",0.968932949,0.970003,0.947794,0.986217,913.447776677554,1,"passed",0.777921726923148,"passed",0.963690381977747,"passed",0.000670974801182085
"Node650.P.A.",0.000107667,8.95e-05,1.2e-05,0.000256,889.975258705211,1,"passed",0.821071792451505,"passed",0.963690381977747,"passed",4.86241221991796e-06
"Node650.P.B.",0.018910055,0.0182455,0.008505,0.031749,912.928822350972,1,"passed",0.78054979543587,"passed",0.963690381977747,"passed",0.000406069020880787
"Node650.P.C.",0.980982268,0.981665,0.967971,0.991476,912.65897016754,1,"passed",0.781011388985854,"passed",0.963690381977747,"passed",0.000410811926552461
"Node651.P.A.",0.000168309,0.000147,2.6e-05,0.000365,896.679841896932,1,"passed",0.797426353192052,"passed",0.963690381977747,"passed",6.49849715630562e-06
"Node651.P.B.",0.02307233,0.0225515,0.011713,0.036085,916.660924887124,1,"passed",0.775403074660758,"passed",0.963690381977747,"passed",0.000421892477139298
"Node651.P.C.",0.976759362,0.977302,0.963522,0.988249,916.391160877453,1,"passed",0.775649926189218,"passed",0.963690381977747,"passed",0.000428254396838103
"Node652.P.A.",4.6754e-05,4e-05,6e-06,0.000106,893.682927512195,1,"passed",0.811461093947595,"passed",0.963690381977747,"passed",1.95018655430196e-06
"Node652.P.B.",0.012384088,0.012012,0.005925,0.020155,914.130991681293,1,"passed",0.779533472501011,"passed",0.963690381977747,"passed",0.000247689724226577
"Node652.P.C.",0.987569165,0.987948,0.97973,0.994066,913.973615843366,1,"passed",0.77980420242909,"passed",0.963690381977747,"passed",0.000249598540916827
"Node653.P.A.",5.4905e-05,4.7e-05,8e-06,0.000122,894.16669825533,1,"passed",0.797396561854942,"passed",0.963690381977747,"passed",2.21417688143066e-06
"Node653.P.B.",0.013450649,0.01309,0.006582,0.021546,915.244493934983,1,"passed",0.777795098920765,"passed",0.963690381977747,"passed",0.000259874724910001
"Node653.P.C.",0.986494447,0.986863,0.978322,0.993407,915.09710319019,1,"passed",0.777929709957299,"passed",0.963690381977747,"passed",0.000262038565275607
"Node654.P.A.",6.0503e-05,5.3e-05,9e-06,0.000128,899.128359433862,1,"passed",0.791233693858125,"passed",0.963690381977747,"passed",2.26272074262213e-06
"Node654.P.B.",0.014129958,0.013828,0.00726,0.021937,917.073484111446,1,"passed",0.775164129159176,"passed",0.963690381977747,"passed",0.000253812713100455
"Node654.P.C.",0.985809555,0.986119,0.977924,0.992726,916.950086066356,1,"passed",0.775240819922934,"passed",0.963690381977747,"passed",0.000256028739312071
"Node655.P.A.",0.000825422,0.000743,0.000148,0.001684,902.757976790435,1,"passed",0.783894661061306,"passed",0.963690381977747,"passed",2.87106056137233e-05
"Node655.P.B.",0.049014516,0.0483585,0.026762,0.072694,920.194508868098,1,"passed",0.944684408936538,"passed",0.963690381977747,"passed",0.000789349974084773
"Node655.P.C.",0.950160047,0.9509,0.925504,0.973027,919.665832080145,1,"passed",0.714427545200959,"passed",0.963690381977747,"passed",0.000817497343375163
"Node656.P.A.",0.00451087,0.004165,0.000943,0.008684,908.220388360669,1,"passed",0.769126627403365,"passed",0.963690381977747,"passed",0.000141227703033981
"Node656.P.B.",0.104885821,0.10444,0.063169,0.147097,924.026909679868,1,"passed",0.948255396963735,"passed",0.963690381977747,"passed",0.00143065411110637
"Node656.P.C.",0.890603349,0.891401,0.843568,0.935526,922.865159575296,1,"passed",0.945967443411077,"passed",0.963690381977747,"passed",0.00156908877918298
"Node657.P.A.",6.058e-06,5e-06,1e-06,1.5e-05,900.959967662308,1,"passed",0.842614206899204,"passed",0.963690381977747,"passed",3.05388459498573e-07
"Node657.P.B.",0.00483062,0.0045915,0.001593,0.00829,908.909469055113,1,"passed",0.787879646493472,"passed",0.963690381977747,"passed",0.000118574440796179
"Node657.P.C.",0.99516333,0.9954035,0.991695,0.998406,908.798549095113,1,"passed",0.787863881762132,"passed",0.963690381977747,"passed",0.000118876830344157
"Node658.P.A.",0.000913867,0.0008245,0.000165,0.001857,903.130354369117,1,"passed",0.78266646520105,"passed",0.963690381977747,"passed",3.15748238851224e-05
"Node658.P.B.",0.051287176,0.050631,0.028151,0.07577,920.434952636616,1,"passed",0.944878985302119,"passed",0.963690381977747,"passed",0.000817925451726527
"Node658.P.C.",0.947798969,0.948546,0.922244,0.971613,919.876670867524,1,"passed",0.943930197765685,"passed",0.963690381977747,"passed",0.000848880372872147
"Node659.P.A.",2.8829e-05,2.5e-05,4e-06,6.2e-05,894.279903917958,1,"passed",0.797777831748836,"passed",0.963690381977747,"passed",1.11676646592577e-06
"Node659.P.B.",0.009724418,0.0094885,0.004907,0.015316,915.961291469945,1,"passed",0.776997407869853,"passed",0.963690381977747,"passed",0.000180395581938805
"Node659.P.C.",0.99024678,0.990486,0.984616,0.995087,915.816186438647,1,"passed",0.77714837388467,"passed",0.963690381977747,"passed",0.000181492349277455
"Node660.P.A.",1.257e-06,1e-06,0,3e-06,971.165325155265,1,"passed",0.856649700277213,"passed",0.963690381977747,"passed",6.04527505509125e-08
"Node660.P.B.",0.002166508,0.002069,0.000761,0.003637,909.827758750732,1,"passed",0.787402264547433,"passed",0.963690381977747,"passed",5.06494733535919e-05
"Node660.P.C.",0.997832237,0.99793,0.996325,0.999204,909.809003127344,1,"passed",0.787270120076834,"passed",0.963690381977747,"passed",5.0707412412595e-05
"Node661.P.A.",1.162e-06,1e-06,0,3e-06,869.291609398079,1,"passed",0.512544608670528,"passed",0.963690381977747,"passed",5.61908328793473e-08
"Node661.P.B.",0.001992113,0.0019145,0.000918,0.003362,910.732655637481,1,"passed",0.786968882516278,"passed",0.963690381977747,"passed",4.27906013112741e-05
"Node661.P.C.",0.998006726,0.9980845,0.996635,0.999082,910.699459687868,1,"passed",0.786791298681751,"passed",0.963690381977747,"passed",4.28386122859595e-05
"Node662.P.A.",2.964e-06,2e-06,0,7e-06,904.056044883336,1,"passed",0.839017283250524,"passed",0.963690381977747,"passed",1.51593729371962e-07
"Node662.P.B.",0.003276471,0.003098,0.001093,0.005681,906.953754040346,1,"passed",0.792417905293652,"passed",0.963690381977747,"passed",8.18951058780545e-05
"Node662.P.C.",0.99672057,0.9969,0.994311,0.998907,906.917524235626,1,"passed",0.792935795491457,"passed",0.963690381977747,"passed",8.20433719306724e-05
"Node663.P.A.",3.4077e-05,2.8e-05,3e-06,8.2e-05,887.041042449302,1,"passed",0.822985027466871,"passed",0.963690381977747,"passed",1.59270547162325e-06
"Node663.P.B.",0.011039166,0.0105925,0.004783,0.018993,911.286060755015,1,"passed",0.783517951594244,"passed",0.963690381977747,"passed",0.000249122817812521
