"","stationarity_pval","Halfwidth_test","mean","halfwidth"
"Node125.P.C.",0.463687872065191,"passed",0.259321262,0.00105555271803229
"Node125.P.D.",0.182304952314409,"passed",0.36172586,0.000916098033776157
"Node126.P.B.",0.352674113760644,"passed",0.454970558,0.00220322908602077
"Node126.P.C.",0.518086393909101,"passed",0.183303616,0.00133781535948763
"Node126.P.D.",0.0735486314036367,"passed",0.427185006,0.000407946060322271
"Node127.P.B.",0.385577404196613,"passed",0.46791049,0.00174405170641714
"Node127.P.C.",0.558532680777438,"passed",0.104904476,0.00146557813516956
"Node127.P.D.",0.443687095112214,"passed",0.28933767,0.000512570512530711
"Node128.P.B.",0.492654544239391,"passed",0.251999602,0.000723109669772932
"Node128.P.C.",0.472240578363618,"passed",0.458662716,0.00123522251914706
"Node128.P.D.",0.522845325682007,"passed",0.101740028,0.00173881004203216
"Node129.P.B.",0.522845325682007,"passed",0.101740028,0.00173881004203216
"Node129.P.C.",0.522868340864108,"passed",0.796519958,0.00347762486139574
"Node129.P.D.",0.498271528894432,"passed",0.113709422,0.00152337528677074
"Node130.P.B.",0.498271528894432,"passed",0.113709422,0.00152337528677074
"Node130.P.C.",0.498247646133077,"passed",0.772581252,0.00304675303604101
"Node130.P.D.",0.499466096646574,"passed",0.45911352,0.000956126872522966
"Node131.P.B.",0.45434225273221,"passed",0.390114982,0.00043170833266706
"Node131.P.C.",0.485343487134851,"passed",0.150771538,0.00138752769113486
"Node131.P.D.",0.457261996306079,"passed",0.189272244,0.00131261443079458
"Node132.P.B.",0.427188756661253,"passed",0.375800722,0.000702003998729695
"Node132.P.C.",0.492080846244492,"passed",0.434927068,0.000611563518358701
"Node132.P.D.",0.172473786432104,"passed",0.428067174,0.000797510069368456
"Node133.P.B.",0.407855451661469,"passed",0.519710532,0.00207540084310183
"Node133.P.C.",0.59169780775045,"passed",0.052222276,0.00136337074071705
"Node133.P.D.",0.552645018141176,"passed",0.477203306,0.000948026818571432
"Node134.P.B.",0.485181654285566,"passed",0.424112698,0.00065705381862743
"Node134.P.C.",0.525178429692511,"passed",0.098683972,0.00160418098643456
"Node134.P.D.",0.295839309524682,"passed",0.368890148,0.0011501181289848
"Node135.P.B.",0.427397165916575,"passed",0.55619189,0.00254494899751413
"Node135.P.C.",0.546262461403304,"passed",0.074917972,0.00142317274390848
"Node135.P.D.",0.588998103542743,"passed",0.495573268,0.000628845553349519
"Node136.P.B.",0.495726677086769,"passed",0.438729668,0.000561204423120815
"Node136.P.C.",0.546266843292835,"passed",0.06569709,0.0011882545757484
"Node136.P.D.",0.439042131382236,"passed",0.215967548,0.00132988704162429
"Node137.P.B.",0.397249875360152,"passed",0.362056686,0.000645353112508181
"Node137.P.C.",0.479535556521386,"passed",0.421975752,0.000685998925598735
"Node137.P.D.",0.418007040454956,"passed",0.27370808,0.000563068585614073
"Node138.P.B.",0.0645084913176351,"passed",0.29542279,8.73024594026994e-05
"Node138.P.C.",0.549567288633902,"passed",0.430869128,0.000540517171923801
"Node138.P.D.",0.502909060206708,"passed",0.415528564,0.000790723862684694
"Node139.P.B.",0.438279860097309,"passed",0.379684452,0.000475770796113064
"Node139.P.C.",0.478322346701046,"passed",0.204786968,0.0012659453984806
"Node139.P.D.",0.5462871400816,"passed",0.473684506,0.000996027892148366
"Node140.P.B.",0.483044329361959,"passed",0.421662532,0.000670541302278693
"Node140.P.C.",0.520874039748132,"passed",0.104652972,0.00166579562997498
"Node140.P.D.",0.479707942951631,"passed",0.181222198,0.00141287905901042
"Node141.P.B.",0.492311968768683,"passed",0.219124644,0.000925360892792793
"Node141.P.C.",0.484679210602209,"passed",0.599653128,0.00233815847775686
"Node141.P.D.",0.592810908489344,"passed",0.059389484,0.00156688308214407
"Node142.P.B.",0.573663459354786,"passed",0.074935674,0.00176979380575688
"Node142.P.C.",0.582870317283233,"passed",0.865674876,0.00333614944151264
"Node142.P.D.",0.536260440452295,"passed",0.08657999,0.00158521192040361
"Node143.P.B.",0.536260440452295,"passed",0.08657999,0.00158521192040361
"Node143.P.C.",0.536276593536865,"passed",0.82684005,0.00317042111677987
"Node143.P.D.",0.505428922852058,"passed",0.10399668,0.00145036717774866
"Node144.P.B.",0.505428922852058,"passed",0.10399668,0.00145036717774866
"Node144.P.C.",0.505440451391916,"passed",0.792006622,0.00290073520287789
"Node144.P.D.",0.54743536305986,"passed",0.087747706,0.00165765418207471
"Node145.P.B.",0.491436439111168,"passed",0.136699676,0.00179492076930056
"Node145.P.C.",0.518632609211727,"passed",0.775552644,0.00345054574516571
"Node145.P.D.",0.564445222427432,"passed",0.067543894,0.00142195417331766
"Node146.P.B.",0.469267609522,"passed",0.173240466,0.00132357297504023
"Node146.P.C.",0.519378325058492,"passed",0.759215632,0.00274112735374813
"Node146.P.D.",0.48785069705958,"passed",0.149997698,0.00155490694935532
"Node147.P.B.",0.455555617949152,"passed",0.51540543,0.00222870807028235
"Node147.P.C.",0.383587422493887,"passed",0.334596848,0.000677335850833627
"Node147.P.D.",0.505451327428694,"passed",0.117160666,0.00171699991334414
"Node148.P.B.",0.505427070520844,"passed",0.76567871,0.00343399767286046
"Node148.P.C.",0.505451327428694,"passed",0.117160666,0.00171699991334414
"Node148.P.D.",0.539978298723421,"passed",0.084019132,0.00160906457464427
"Node149.P.B.",0.539978298723421,"passed",0.084019132,0.00160906457464427
"Node149.P.C.",0.539983507242231,"passed",0.83196175,0.00321812900960119
"Node149.P.D.",0.495263894098331,"passed",0.117677384,0.00155025967600342
"Node150.P.B.",0.495263894098331,"passed",0.117677384,0.00155025967600342
"Node150.P.C.",0.495267666237965,"passed",0.764645274,0.00310052272474763
"Node150.P.D.",0.0548476914932436,"passed",0.402555472,0.000209546333413297
"Node151.P.B.",0.397572496147214,"passed",0.441308594,0.00145011307376941
"Node151.P.C.",0.528314145115242,"passed",0.156135942,0.00136620372847164
"Node151.P.D.",0.607678301213059,"passed",0.513875864,0.000948810831204553
"Node152.P.B.",0.520442331116468,"passed",0.430224244,0.00043869641255936
"Node152.P.C.",0.580759093391768,"passed",0.055899858,0.00138655681065738
"Node152.P.D.",0.559649568535201,"passed",0.481004082,0.000891885591928311
"Node153.P.B.",0.487423816746787,"passed",0.426851026,0.000641025422960726
"Node153.P.C.",0.529726640861619,"passed",0.092144892,0.00153186181400587
"Node153.P.D.",0.527125925785288,"passed",0.455000124,0.000723177554641809
"Node154.P.B.",0.453451747222341,"passed",0.408536494,0.000624837585587977
"Node154.P.C.",0.493039125474431,"passed",0.136463406,0.00134689743225533
"Node154.P.D.",0.448246018798342,"passed",0.600443088,0.00227438822288821
"Node155.P.B.",0.42677998072861,"passed",0.25023604,0.00124692586435455
"Node155.P.C.",0.474468740735325,"passed",0.149320852,0.00102839438505979
"Node155.P.D.",0.456979416708046,"passed",0.17521152,0.00173046622832046
"Node156.P.B.",0.389571577605457,"passed",0.263047418,0.000799682982080625
"Node156.P.C.",0.43509695834101,"passed",0.561741084,0.00252906633579579
"Node156.P.D.",0.449108182354118,"passed",0.202047108,0.00132906232445307
"Node157.P.B.",0.413970054334498,"passed",0.369060214,0.00068093519080278
"Node157.P.C.",0.48657526230765,"passed",0.428892696,0.000649303861693781
"Node157.P.D.",0.329273697519287,"passed",0.45688625,0.00370404050218324
"Node158.P.B.",0.354543215763913,"passed",0.524169148,0.00411862612927573
"Node158.P.C.",0.571457380123739,"passed",0.018944626,0.000447839078154217
"Node158.P.D.",0.391959346629745,"passed",0.423597224,0.00364457392151883
"Node159.P.B.",0.400893757391505,"passed",0.535264894,0.00389576552423862
"Node159.P.C.",0.5024578410475,"passed",0.041137872,0.000268533543243496
"Node159.P.D.",0.457840199644079,"passed",0.188950468,0.00207994720551021
"Node160.P.B.",0.082910969705254,"passed",0.309125412,0.000146097669383708
"Node160.P.C.",0.506129305101808,"passed",0.501924098,0.00196906181873735
"Node160.P.D.",0.488238104104887,"passed",0.148024244,0.00224655497408673
"Node161.P.B.",0.412197913472484,"passed",0.261544824,0.000828506663451496
"Node161.P.C.",0.467201108301264,"passed",0.590430926,0.00307376916312558
"Node161.P.D.",0.480796673576075,"passed",0.150617502,0.00214012723264546
"Node162.P.B.",0.315464215879235,"passed",0.330344366,0.000493230339163582
"Node162.P.C.",0.534289307172244,"passed",0.51903812,0.00165758510165209
"Node162.P.D.",0.428964553936474,"passed",0.228272696,0.00131413116268756
"Node163.P.B.",0.379789656954999,"passed",0.356196694,0.000602568774272164
"Node163.P.C.",0.472151151040538,"passed",0.4155306,0.000713335057674161
"Node163.P.D.",0.456942594265186,"passed",0.176329068,0.00186315188908097
"Node164.P.B.",0.361455321352834,"passed",0.347881036,0.000650875131446363
"Node164.P.C.",0.510880797159219,"passed",0.4757899,0.00121781093234558
"Node164.P.D.",0.440802336113547,"passed",0.21365205,0.00133106999219722
"Node165.P.B.",0.400198065948779,"passed",0.363195378,0.000652203687112144
"Node165.P.C.",0.480762582036749,"passed",0.423152594,0.000680278075134837
"Node165.P.D.",0.442232832650083,"passed",0.211732548,0.00133163598454176
"Node166.P.B.",0.402679244917538,"passed",0.364147508,0.000657600285521951
"Node166.P.C.",0.481825222330028,"passed",0.42411993,0.000675409500069087
"Node166.P.D.",0.422742885400484,"passed",0.519242906,0.00199355909047713
"Node167.P.B.",0.446432414682159,"passed",0.471231332,0.00224287775901901
"Node167.P.C.",0.58193565406346,"passed",0.00952576,0.000269272705612771
"Node167.P.D.",0.547779862899049,"passed",0.794973934,0.00285266701722817
"Node168.P.B.",0.530479059173281,"passed",0.191147406,0.00239613795280229
"Node168.P.C.",0.612569861845774,"passed",0.013878668,0.000465248534327308
"Node168.P.D.",0.385128702229269,"passed",0.441817636,0.00185960014852123
"Node169.P.B.",0.292442288976515,"passed",0.324376702,0.000631124550350741
"Node169.P.C.",0.438728189771931,"passed",0.233805694,0.00123438341993637
"Node169.P.D.",0.580588857204818,"passed",0.77308401,0.00218500755910256
"Node170.P.B.",0.571109455060036,"passed",0.211451894,0.00178277192050806
"Node170.P.C.",0.608459122325477,"passed",0.015464088,0.000406328203817664
"Node170.P.D.",0.559646294120647,"passed",0.481017586,0.000891674635091737
"Node171.P.B.",0.487453579899881,"passed",0.426861108,0.00064096374184925
"Node171.P.C.",0.529701207210306,"passed",0.092121304,0.00153159393251569
"Node171.P.D.",0.587088231820043,"passed",0.766770676,0.0020334068665817
"Node172.P.B.",0.575341552207037,"passed",0.207262106,0.00168460729801339
"Node172.P.C.",0.624703789895963,"passed",0.025967214,0.000353002639106408
"Node172.P.D.",0.591829766830744,"passed",0.788967896,0.0019705143165706
"Node173.P.B.",0.586987966660489,"passed",0.19613875,0.00167602316069202
"Node173.P.C.",0.607259291380269,"passed",0.014893348,0.000297189520387049
"Node173.P.D.",0.609817607039715,"passed",0.826217696,0.00176212468480518
"Node174.P.B.",0.608548972498648,"passed",0.170885238,0.00162917691887211
"Node174.P.C.",0.596461623731401,"passed",0.0028971,0.000136196959114801
"Node174.P.D.",0.572062461129992,"passed",0.762894112,0.00211974605009032
"Node175.P.B.",0.560566900450198,"passed",0.218176766,0.0016329369537828
"Node175.P.C.",0.601880895012188,"passed",0.018929124,0.000489944924790441
"Node175.P.D.",0.407722091663829,"passed",0.250028136,0.00124279479239848
"Node176.P.B.",0.341207618755309,"passed",0.34671831,0.000500095167428476
"Node176.P.C.",0.455755684846719,"passed",0.403253592,0.000745156225413
"Node176.P.D.",0.556423928718845,"passed",0.834103836,0.00246117528628254
"Node177.P.B.",0.544390317057618,"passed",0.159231974,0.00218474169111006
"Node177.P.C.",0.616608590968577,"passed",0.006664216,0.000283000397191079
"Node177.P.D.",0.592002666843917,"passed",0.813875222,0.00170674298428497
"Node178.P.B.",0.588421583235983,"passed",0.178836186,0.00147555797963139
"Node178.P.C.",0.60556542840251,"passed",0.007288552,0.000232755473196613
"Node178.P.D.",0.579329225183302,"passed",0.89324912,0.00192557356712445
"Node179.P.B.",0.576492780789778,"passed",0.105116552,0.0018448233948563
"Node179.P.C.",0.596351891611374,"passed",0.001634326,8.35428706764782e-05
"Node179.P.D.",0.597324286076065,"passed",0.863211702,0.00153581822444379
"Node180.P.B.",0.595766971815692,"passed",0.135250084,0.00146353679758079
"Node180.P.C.",0.592910199660232,"passed",0.001538206,7.43342445108048e-05
"Node180.P.D.",0.534952508089093,"passed",0.736510298,0.0025806731333441
"Node181.P.B.",0.500449710757994,"passed",0.242038408,0.0019008669884981
"Node181.P.C.",0.611879458721413,"passed",0.021451308,0.00069078074501788
"Node181.P.D.",0.54941090908426,"passed",0.832297296,0.00313812518942863
"Node182.P.B.",0.530687585640006,"passed",0.151046294,0.00258124609278403
"Node182.P.C.",0.615258675634734,"passed",0.01665642,0.000565540471923076
"Node182.P.D.",0.556819563376538,"passed",0.858144596,0.0029314956430226
"Node183.P.B.",0.54264330678954,"passed",0.135918166,0.0026289879891917
"Node183.P.C.",0.622982736683893,"passed",0.00593726,0.000314079416510444
"Node183.P.D.",0.522078623574793,"passed",0.811891866,0.00288891117708819
"Node184.P.B.",0.496725682971353,"passed",0.1742017,0.00238440907743092
"Node184.P.C.",0.618286890954892,"passed",0.013906408,0.000514498320158382
"Node184.P.D.",0.467899451324905,"passed",0.62803913,0.00247214382459072
"Node185.P.B.",0.399756019150204,"passed",0.297473472,0.00128851602940292
"Node185.P.C.",0.542092478522925,"passed",0.074487394,0.00119249960273919
"Node185.P.D.",0.54253383025241,"passed",0.452465526,0.000568684493100641
"Node186.P.B.",0.455842136066989,"passed",0.404373944,0.000521048326679285
"Node186.P.C.",0.501324238008409,"passed",0.143160548,0.00108839283845141
"Node186.P.D.",0.598912160188099,"passed",0.499654926,0.000538287989465928
"Node187.P.B.",0.498023837094215,"passed",0.442706194,0.000531181435313636
"Node187.P.C.",0.550713665185971,"passed",0.05763891,0.00106739683120647
"Node187.P.D.",0.43963984870123,"passed",0.567212264,0.00228378518890585
"Node188.P.B.",0.411506476591039,"passed",0.268113626,0.00119141134931893
"Node188.P.C.",0.470822394052976,"passed",0.164674104,0.00109378090306084
"Node188.P.D.",0.0932933458594053,"passed",0.72983603,0.000302237960157877
"Node189.P.B.",0.0678668920067952,"passed",0.265239562,0.000294746671805573
"Node189.P.C.",0.591794362658369,"passed",0.004924426,0.000104968777872327
"Node189.P.D.",0.551908760369088,"passed",0.39089068,0.000313278222256914
"Node190.P.B.",0.409270477982257,"passed",0.360100004,0.000325512868459278
"Node190.P.C.",0.479015060954243,"passed",0.249009324,0.00063673862105207
"Node190.P.D.",0.452798872159649,"passed",0.481992934,0.00135351318840342
"Node191.P.B.",0.4389313911468,"passed",0.225632654,0.0012934426639989
"Node191.P.C.",0.683804798073434,"passed",0.292374394,6.39043806489085e-05
"Node191.P.D.",0.450450095277383,"passed",0.609809242,0.00226499932807202
"Node192.P.B.",0.430531724147514,"passed",0.245049006,0.00125663264237482
"Node192.P.C.",0.475413805826904,"passed",0.145141754,0.00100918917537292
"Node192.P.D.",0.0738900560613124,"passed",0.727556938,0.000324553689844813
"Node193.P.B.",0.0810518455246885,"passed",0.270934144,0.000336981027835895
"Node193.P.C.",0.591369199205589,"passed",0.001508944,7.17120745567156e-05
"Node193.P.D.",0.337751522459472,"passed",0.509718772,0.00230126381076661
"Node194.P.B.",0.366639756366267,"passed",0.478766754,0.00256643772838817
"Node194.P.C.",0.599782961893443,"passed",0.01151443,0.000287155584545755
"Node194.P.D.",0.520951450225427,"passed",0.150333206,0.00290210076311535
"Node195.P.B.",0.544291970011373,"passed",0.810793272,0.00402721886080557
"Node195.P.C.",0.597631769446615,"passed",0.03887356,0.00113191433199297
"Node195.P.D.",0.464229054466734,"passed",0.163516972,0.00194302006196853
"Node196.P.B.",0.464229166667122,"passed",0.672966074,0.00388603768349792
"Node196.P.C.",0.464229054466734,"passed",0.163516972,0.00194302006196853
"Node196.P.D.",0.382110851536081,"passed",0.332209316,0.0015826537441416
"Node197.P.B.",0.448901026453752,"passed",0.615509684,0.00257615711658273
"Node197.P.C.",0.55555477328497,"passed",0.052280992,0.00100738912532671
"Node197.P.D.",0.633265821484153,"passed",0.508871758,0.000288490002094512
"Node198.P.B.",0.503301478129019,"passed",0.45425679,0.000436308562904167
"Node198.P.C.",0.560713559904448,"passed",0.036871442,0.00072174407962879
"Node198.P.D.",0.544417822252072,"passed",0.805252758,0.00193762445822643
"Node199.P.B.",0.534582476875483,"passed",0.159865862,0.00137461234874756
"Node199.P.C.",0.566825236215833,"passed",0.034881394,0.000563834198011067
"Node199.P.D.",0.583197839437345,"passed",0.93240639,0.00157141075086216
"Node200.P.B.",0.578522578662512,"passed",0.065518186,0.00146823031008126
"Node200.P.C.",0.612802338948736,"passed",0.002075432,0.000105673784956879
"Node200.P.D.",0.568268084126889,"passed",0.915531166,0.00154697253913743
"Node201.P.B.",0.562724035893769,"passed",0.077123564,0.00135245736029438
"Node201.P.C.",0.600442778850061,"passed",0.00734525,0.0001954255389619
"Node201.P.D.",0.58697371785607,"passed",0.951952148,0.00121340569755064
"Node202.P.B.",0.584860114789747,"passed",0.047428594,0.00117742285677725
"Node202.P.C.",0.602030922721441,"passed",0.000619272,3.726758297293e-05
"Node202.P.D.",0.548223035688884,"passed",0.907275244,0.0016502428306852
"Node203.P.B.",0.540447501049886,"passed",0.089782492,0.00153051593581165
"Node203.P.C.",0.619053702988893,"passed",0.002942254,0.000122098745151013
"Node203.P.D.",0.492025565658753,"passed",0.154039146,0.00156652363026363
"Node204.P.B.",0.47074564716502,"passed",0.210837584,0.000971080493545639
"Node204.P.C.",0.483834144292043,"passed",0.63512331,0.0025374922868433
"Node204.P.D.",0.543431525340364,"passed",0.081109082,0.00161285188589971
"Node205.P.B.",0.543431525340364,"passed",0.081109082,0.00161285188589971
"Node205.P.C.",0.543432913851448,"passed",0.837781794,0.0032257015446072
"Node205.P.D.",0.488681462843406,"passed",0.12633123,0.00160299828340401
"Node206.P.B.",0.488681462843406,"passed",0.12633123,0.00160299828340401
"Node206.P.C.",0.488673545800196,"passed",0.747337514,0.00320599578753592
"Node206.P.D.",0.328951207380102,"passed",0.339451142,0.000603386087133294
"Node207.P.B.",0.416676881982364,"passed",0.481955092,0.00187314274294187
"Node207.P.C.",0.461603418873778,"passed",0.178593748,0.00127474683414212
"Node207.P.D.",0.517440149278564,"passed",0.097834782,0.00146516213049864
"Node208.P.B.",0.448880245906423,"passed",0.384503266,0.000827601569703111
"Node208.P.C.",0.600586867509186,"passed",0.517661916,0.000643434751241881
"Node208.P.D.",0.473449566333435,"passed",0.15838147,0.00121907901983188
"Node209.P.B.",0.452724002605116,"passed",0.393184448,0.000709666138178742
"Node209.P.C.",0.502319959866919,"passed",0.44843409,0.000509959731824887
"Node209.P.D.",0.466107976508419,"passed",0.173364042,0.00127328103581811
"Node210.P.B.",0.441280451645537,"passed",0.384573256,0.00071336482576452
"Node210.P.C.",0.497858434809184,"passed",0.44206269,0.000560635534373801
"Node210.P.D.",0.5218500585689,"passed",0.712190374,0.00221648874148647
"Node211.P.B.",0.472381919223682,"passed",0.260412158,0.00143204889726763
"Node211.P.C.",0.600654737211835,"passed",0.027397484,0.000793777798739827
"Node211.P.D.",0.534705001429099,"passed",0.817761956,0.00296909052090552
"Node212.P.B.",0.509212342733901,"passed",0.15579658,0.00221103278029173
"Node212.P.C.",0.599563431717625,"passed",0.026441532,0.000764376079694364
"Node212.P.D.",0.615844943624687,"passed",0.505113536,0.000400356430483044
"Node213.P.B.",0.500991887667135,"passed",0.44890516,0.000481566491701593
"Node213.P.C.",0.556606262723857,"passed",0.045981294,0.000879368622620585
"Node213.P.D.",0.499340594675125,"passed",0.747617678,0.00338802271986259
"Node214.P.B.",0.500935988918783,"passed",0.139428602,0.00197030814705935
"Node214.P.C.",0.497143849881383,"passed",0.112953686,0.00141772303111039
"Node214.P.D.",0.534997376758352,"passed",0.85592632,0.00237504396089219
"Node215.P.B.",0.519161488849147,"passed",0.136395192,0.00208018943740495
"Node215.P.C.",0.619678019968845,"passed",0.00767848,0.000300727914393035
"Node215.P.D.",0.500997248649046,"passed",0.133916126,0.00129886399533786
"Node216.P.B.",0.525169896658469,"passed",0.090663748,0.00140381089303011
"Node216.P.C.",0.51354313359235,"passed",0.775420118,0.00270244915521903
"Node216.P.D.",0.563908175747049,"passed",0.227159794,0.000448349991621124
"Node217.P.B.",0.488493110304732,"passed",0.141321432,0.00118847895526588
"Node217.P.C.",0.509536725266196,"passed",0.631518784,0.00163562666288019
"Node217.P.D.",0.454062967466583,"passed",0.62599868,0.00224230308575177
"Node218.P.B.",0.436543542476103,"passed",0.235947078,0.00126762119372728
"Node218.P.C.",0.476940019951537,"passed",0.138054236,0.00097534553615533
"Node218.P.D.",0.587023817535377,"passed",0.031242326,0.000770651811055298
"Node219.P.B.",0.544288622000275,"passed",0.070149386,0.00103243510807705
"Node219.P.C.",0.563297724082135,"passed",0.8986083,0.00180203826701855
"Node219.P.D.",0.567637829432985,"passed",0.045217812,0.000976560787139068
"Node220.P.B.",0.567637829432985,"passed",0.045217812,0.000976560787139068
"Node220.P.C.",0.567601392668465,"passed",0.909564384,0.00195312061687704
"Node220.P.D.",0.530467380106132,"passed",0.067700828,0.00108587302378281
"Node221.P.B.",0.530467380106132,"passed",0.067700828,0.00108587302378281
"Node221.P.C.",0.530431778102887,"passed",0.86459836,0.00217174238856557
"Node221.P.D.",0.472777097715637,"passed",0.159814106,0.00122493024240966
"Node222.P.B.",0.451675927311833,"passed",0.392347172,0.000710601194274572
"Node222.P.C.",0.50193316710638,"passed",0.447838704,0.000514890724502291
"Node222.P.D.",0.686313058382479,"passed",0.605904846,0.000571470835976035
"Node223.P.B.",0.0560175237329437,"passed",0.368129588,0.000182817089761058
"Node223.P.C.",0.586929834993944,"passed",0.025965558,0.000593451161632078
"Node223.P.D.",0.52804127830321,"passed",0.692470914,0.00155706629832414
"Node224.P.B.",0.495530806242957,"passed",0.2946615,0.00117226199849317
"Node224.P.C.",0.605305049344607,"passed",0.01286759,0.000391599876704179
"Node224.P.D.",0.502356438001194,"passed",0.64310506,0.00217920360887986
"Node225.P.B.",0.418561858979826,"passed",0.326329972,0.0012652524081069
"Node225.P.C.",0.604843408553601,"passed",0.030564992,0.000931888521533016
"Node225.P.D.",0.510369009978198,"passed",0.77587737,0.00323411958290012
"Node226.P.B.",0.475087870906002,"passed",0.203432854,0.00252118165266886
"Node226.P.C.",0.615020192235738,"passed",0.020689756,0.000726950120666315
"Node226.P.D.",0.16864108196505,"passed",0.564845866,0.000176864051368349
"Node227.P.B.",0.285966988323053,"passed",0.377422044,0.000411635954376802
"Node227.P.C.",0.560998362162802,"passed",0.057732062,0.000443082014078804
"Node227.P.D.",0.47446691939071,"passed",0.155357492,0.00181566886470071
"Node228.P.B.",0.389144308684259,"passed",0.355927226,0.000725397609054889
"Node228.P.C.",0.532599416201035,"passed",0.488715308,0.00109557735452166
"Node228.P.D.",0.448173404919465,"passed",0.203382942,0.00132994469009472
"Node229.P.B.",0.41248071956787,"passed",0.368372136,0.000678098712336858
"Node229.P.C.",0.485958576509698,"passed",0.428244918,0.000653046999894446
"Node229.P.D.",0.454420692332416,"passed",0.193838242,0.00132012264288839
"Node230.P.B.",0.422669809650638,"passed",0.373358964,0.000695720117139407
"Node230.P.C.",0.490201896303795,"passed",0.43280281,0.000625428438874518
"Node230.P.D.",0.460912663159194,"passed",0.736397748,0.00195672954110376
"Node231.P.B.",0.438291436735763,"passed",0.246365528,0.00167920113993065
"Node231.P.C.",0.581310375146603,"passed",0.01723671,0.000284109426956437
"Node231.P.D.",0.436715968368524,"passed",0.218955778,0.00132754844543771
"Node232.P.B.",0.393261812794703,"passed",0.360603442,0.000635949586393499
"Node232.P.C.",0.477818950170577,"passed",0.420440782,0.000693132078092234
"Node232.P.D.",0.488686665373663,"passed",0.82262541,0.00254349989661506
"Node233.P.B.",0.47933676027849,"passed",0.170527754,0.00238804044918683
"Node233.P.C.",0.592738542662724,"passed",0.00684685,0.000161367816726041
"Node233.P.D.",0.55497557216784,"passed",0.86692817,0.00248737951624745
"Node234.P.B.",0.544843447906957,"passed",0.12838126,0.00227476522967704
"Node234.P.C.",0.617610646474769,"passed",0.004690568,0.000219287752327804
"Node234.P.D.",0.509940918501937,"passed",0.771277162,0.0029699088591641
"Node235.P.B.",0.485004102025979,"passed",0.185802442,0.00210742192237401
"Node235.P.C.",0.567011527135715,"passed",0.042920412,0.000866857777283392
"Node235.P.D.",0.531093049960071,"passed",0.84201471,0.00254819310906499
"Node236.P.B.",0.512514925124393,"passed",0.148569628,0.00219281992737378
"Node236.P.C.",0.619456224487021,"passed",0.009415662,0.000362448607007735
"Node236.P.D.",0.509971100223004,"passed",0.695721348,0.00153186497955371
"Node237.P.B.",0.470111374810322,"passed",0.290985648,0.00113205966113473
"Node237.P.C.",0.605209535455515,"passed",0.013293006,0.000406851476321995
"Node237.P.D.",0.540142302888561,"passed",0.875009844,0.00212138423105069
"Node238.P.B.",0.527656695352242,"passed",0.119369414,0.00190061176914197
"Node238.P.C.",0.619689126454232,"passed",0.005620732,0.000225168554178454
"Node238.P.D.",0.482810035200372,"passed",0.436384872,0.000497794631196305
"Node239.P.B.",0.149390724569762,"passed",0.398304596,0.000868755558013119
"Node239.P.C.",0.232355637226212,"passed",0.165310538,0.00134010966127425
"Node239.P.D.",0.746501371630693,"passed",0.371199868,0.000142234166839159
"Node240.P.B.",0.457828811150456,"passed",0.19048407,0.00151563191419061
"Node240.P.C.",0.419055306931884,"passed",0.438316068,0.00138585289177403
"Node240.P.D.",0.485570223570337,"passed",0.13032535,0.00162461700504715
"Node241.P.B.",0.485570223570337,"passed",0.13032535,0.00162461700504715
"Node241.P.C.",0.485557549450281,"passed",0.73934928,0.00324923739017492
"Node241.P.D.",0.44178591796159,"passed",0.575008548,0.00228510170131376
"Node242.P.B.",0.41541724082639,"passed",0.263998944,0.00120749568264112
"Node242.P.C.",0.471790646743291,"passed",0.160992534,0.00107888661751772
"Node242.P.D.",0.525837609154084,"passed",0.34949349,0.00146762024360888
"Node243.P.B.",0.677924844304377,"passed",0.543436048,0.0011987256230487
"Node243.P.C.",0.121717024574921,"passed",0.107070464,0.000359976966830961
"Node243.P.D.",0.444711328590301,"passed",0.52347522,0.0019468600866766
"Node244.P.B.",0.487389872253967,"passed",0.163301006,0.00165384121429639
"Node244.P.C.",0.248667046314174,"passed",0.31322376,0.000301965140159935
"Node244.P.D.",0.463528327066625,"passed",0.675366088,0.00300461427883026
"Node245.P.B.",0.494331133722738,"passed",0.143537696,0.00167617868604015
"Node245.P.C.",0.425382933299197,"passed",0.181096214,0.00133039000953692
"Node245.P.D.",0.554181543879357,"passed",0.06562852,0.00132907491163308
"Node246.P.B.",0.554181543879357,"passed",0.06562852,0.00132907491163308
"Node246.P.C.",0.554190676548057,"passed",0.868742964,0.00265815231630026
"Node246.P.D.",0.513796334025442,"passed",0.092306074,0.00134885581704757
"Node247.P.B.",0.513796334025442,"passed",0.092306074,0.00134885581704757
"Node247.P.C.",0.513815700467914,"passed",0.815387856,0.00269771490168535
"Node247.P.D.",0.53010174612794,"passed",0.833792702,0.0027059156037181
"Node248.P.B.",0.509047830104185,"passed",0.14567907,0.00212027382265526
"Node248.P.C.",0.5971095770161,"passed",0.020528182,0.000590472856257697
"Node248.P.D.",0.456534179271076,"passed",0.637622344,0.00222116961009147
"Node249.P.B.",0.440545483259285,"passed",0.229313326,0.00127114492740221
"Node249.P.C.",0.477976913574895,"passed",0.13306435,0.000950599008703861
"Node249.P.D.",0.554343067486504,"passed",0.164302622,0.00273221272721634
"Node250.P.B.",0.583654415111244,"passed",0.762943222,0.00297494584766455
"Node250.P.C.",0.632937241099804,"passed",0.072754152,0.000273030287436208
"Node250.P.D.",0.567725334118479,"passed",0.153053292,0.00277720046386193
