"BT_node","origin"
"606","B"
"607","C"
"608","not_sure"
"609","A"
"610","B"
"611","B"
"612","B"
"613","A"
"614","C"
"615","A"
"616","A"
"617","C"
"618","B"
"619","C"
"620","A"
"621","not_sure"
"622","B"
"623","C"
"624","C"
"625","A"
"626","C"
"627","C"
"628","C"
"629","B"
"630","C"
"631","C"
"632","C"
"633","C"
"634","not_sure"
"635","not_sure"
"636","not_sure"
"637","B"
"638","C"
"639","C"
"640","C"
"641","not_sure"
"642","C"
"643","C"
"644","B"
"645","B"
"646","B"
"647","C"
"648","C"
"649","B"
"650","not_sure"
"651","C"
"652","B"
"653","C"
"654","B"
"655","C"
"656","C"
"657","B"
"658","C"
"659","B"
"660","B"
"661","B"
"662","C"
"663","C"
"664","C"
"665","B"
"666","C"
"667","B"
"668","C"
"669","C"
"670","not_sure"
"671","C"
"672","B"
"673","C"
"674","C"
"675","B"
"676","B"
"677","C"
"678","C"
"679","B"
"680","B"
"681","B"
"682","B"
"683","C"
"684","C"
"685","C"
"686","B"
"687","C"
"688","C"
"689","C"
"690","not_sure"
"691","A"
"692","A"
"693","not_sure"
"694","not_sure"
"695","not_sure"
"696","A"
"697","A"
"698","A"
"699","B"
"700","B"
"701","B"
"702","A"
"703","A"
"704","A"
"705","A"
"706","B"
"707","A"
"708","A"
"709","A"
"710","A"
"711","A"
"712","B"
"713","C"
"714","A"
"715","A"
"716","B"
"717","B"
"718","B"
"719","not_sure"
"720","B"
"721","B"
"722","B"
"723","B"
"724","B"
"725","B"
"726","B"
"727","B"
"728","B"
"729","B"
"730","B"
"731","B"
"732","C"
"733","C"
"734","C"
"735","B"
"736","C"
"737","C"
"738","C"
"739","C"
"740","C"
"741","B"
"742","B"
"743","B"
"744","B"
"745","C"
"746","C"
"747","B"
"748","C"
"749","B"
"750","B"
"751","C"
"752","C"
"753","C"
"754","C"
"755","B"
"756","C"
"757","C"
"758","B"
"759","C"
"760","A"
"761","A"
"762","A"
"763","A"
"764","C"
"765","B"
"766","B"
"767","B"
"768","C"
"769","B"
"770","B"
"771","C"
"772","C"
"773","A"
"774","C"
"775","B"
"776","C"
"777","B"
"778","B"
"779","C"
"780","C"
"781","A"
"782","B"
"783","C"
"784","C"
"785","B"
"786","B"
"787","C"
"788","B"
"789","C"
"790","C"
"791","C"
"792","C"
"793","C"
"794","C"
"795","C"
"796","C"
"797","C"
"798","C"
"799","C"
"800","C"
"801","C"
"802","C"
"803","B"
"804","A"
"805","A"
"806","C"
"807","C"
"808","C"
"809","B"
"810","B"
"811","C"
"812","C"
"813","C"
"814","B"
"815","C"
"816","C"
"817","C"
"818","C"
"819","C"
"820","C"
"821","B"
"822","C"
"823","A"
"824","B"
"825","A"
"826","B"
"827","A"
"828","B"
"829","C"
"830","C"
"831","A"
"832","B"
"833","C"
"834","C"
"835","A"
"836","A"
"837","A"
"838","A"
"839","A"
"840","A"
"841","B"
"842","B"
"843","B"
"844","B"
"845","not_sure"
"846","B"
"847","B"
"848","C"
"849","B"
"850","C"
"851","B"
"852","B"
"853","C"
"854","not_sure"
"855","C"
"856","C"
"857","A"
"858","A"
"859","A"
"860","A"
"861","not_sure"
"862","not_sure"
